,Rteam_TOP,Bteam_TOP,Rteam_MIDDLE,Bteam_MIDDLE,Rteam_BOTTOM,Bteam_BOTTOM,Rteam_SUPPORT,Bteam_SUPPORT,Rteam_JUNGLE,Bteam_JUNGLE
18206,Jayce,Camille,Leblanc,Lissandra,Ashe,Kaisa,Pyke,Shen,Khazix,LeeSin
18208,Garen,Gnar,Ryze,Talon,Ashe,Kaisa,Leona,Alistar,LeeSin,Nidalee
18213,Fiora,Kled,Zed,Katarina,Ashe,Xayah,Gragas,Rakan,Ekko,Shyvana
18215,Kayle,Akali,Malzahar,Zoe,Kaisa,Lucian,Nautilus,Pyke,LeeSin,RekSai
18217,Ryze,Kayle,Talon,Akali,Caitlyn,Ashe,Morgana,Karma,Karthus,LeeSin
18218,Camille,Poppy,Aatrox,Vladimir,Kaisa,Yasuo,Leona,Galio,Gragas,LeeSin
18222,Karma,Camille,Ezreal,Ahri,Xayah,Caitlyn,Leona,Nautilus,Olaf,Taliyah
18225,Mordekaiser,Darius,Camille,Irelia,Garen,Vayne,Yuumi,Soraka,Gnar,Ekko
18226,Vladimir,Gangplank,Sylas,Akali,Lucian,Caitlyn,Bard,Morgana,MasterYi,Khazix
18230,Lucian,Quinn,Qiyana,Leblanc,Jinx,Kaisa,Thresh,Morgana,Nidalee,Khazix
18236,Mordekaiser,Gangplank,Xerath,Galio,Lucian,Jhin,Gragas,Nautilus,LeeSin,Elise
18237,Fiora,Camille,Sylas,Zoe,Kaisa,MissFortune,Volibear,Pyke,Karthus,Kayn
18238,Karma,Irelia,Orianna,Leblanc,Jinx,Lucian,Pyke,Volibear,LeeSin,Kindred
18239,Irelia,Renekton,Sylas,Taliyah,Ezreal,MissFortune,Velkoz,Leona,JarvanIV,XinZhao
18240,Gangplank,Jayce,Karma,Leblanc,MissFortune,Varus,Alistar,Leona,Sylas,XinZhao
18242,Akali,Gragas,Sylas,Ryze,MissFortune,Kaisa,Leona,Bard,RekSai,LeeSin
18244,Sylas,Poppy,Zoe,TwistedFate,Kalista,Lucian,Thresh,Bard,Hecarim,LeeSin
18245,Vladimir,Karma,Ahri,Ekko,Jinx,Lucian,Thresh,Leona,LeeSin,Poppy
18246,Shen,Riven,Katarina,Syndra,Kalista,Draven,Thresh,Pyke,LeeSin,Elise
18248,Lucian,Tryndamere,Zed,Qiyana,Caitlyn,Kaisa,Lux,Nautilus,LeeSin,Shyvana
18249,Irelia,Riven,Rumble,Qiyana,Lucian,Kalista,Morgana,Fiddlesticks,Khazix,Sylas
18254,Camille,Aatrox,Taliyah,Vladimir,Xayah,Ezreal,Rakan,Karma,Elise,LeeSin
18262,Lucian,Ryze,Azir,Pyke,Xayah,Vayne,Thresh,Braum,Kindred,Karthus
18265,Urgot,Mordekaiser,Irelia,Diana,Vayne,Ezreal,Volibear,Yuumi,Elise,LeeSin
18270,Jax,Vladimir,Syndra,Irelia,Kaisa,Vayne,Leona,Blitzcrank,Karthus,Ekko
18272,Lucian,Renekton,Kassadin,Zilean,Vayne,Ezreal,Blitzcrank,Leona,Taliyah,Elise
18276,Kayle,Olaf,TwistedFate,Lucian,Ezreal,Kaisa,Bard,Soraka,Zac,LeeSin
18284,Ornn,Jayce,Renekton,Ryze,Ezreal,Caitlyn,Thresh,Morgana,Elise,Kayn
18285,Jax,Rengar,Zilean,Kassadin,Heimerdinger,Kaisa,Gragas,Nautilus,RekSai,Karthus
18289,Jayce,Gangplank,Leblanc,Akali,Vayne,Yasuo,Thresh,Gragas,LeeSin,Elise
18290,Pantheon,Yorick,Camille,Talon,Swain,Ashe,Gragas,Thresh,XinZhao,Olaf
18291,Riven,Urgot,Kled,Akali,Ezreal,Ashe,Bard,Thresh,Zac,Gragas
18295,Poppy,Kled,Zac,Ryze,Ashe,Ezreal,Cassiopeia,Thresh,Khazix,Nidalee
18301,Aatrox,Mordekaiser,Orianna,Viktor,Ezreal,Ashe,Karma,Zilean,Ekko,Elise
18303,Kled,Jayce,Cassiopeia,Galio,Garen,Ezreal,Yuumi,Zilean,Rengar,Elise
18304,Garen,Swain,TwistedFate,Taliyah,Caitlyn,Kaisa,Xerath,Karma,Vi,Elise
18318,Vayne,Nocturne,Galio,Qiyana,Kaisa,Jinx,Blitzcrank,Gragas,Elise,Nidalee
18321,Gangplank,Ryze,Garen,Talon,Ezreal,Jinx,Gragas,Morgana,Ekko,LeeSin
18326,Vladimir,Camille,Aatrox,Zoe,Vayne,Varus,Bard,Leona,Elise,Zac
18327,Quinn,Maokai,Talon,Cassiopeia,Kaisa,Lucian,Blitzcrank,Nautilus,Shaco,Olaf
18335,Pantheon,Vladimir,Jayce,Yasuo,Jinx,Jhin,Bard,Thresh,Shyvana,Gragas
18340,Mordekaiser,Aatrox,Akali,Qiyana,Tristana,Caitlyn,Brand,Bard,LeeSin,RekSai
18341,Pantheon,Teemo,Malphite,Galio,Lucian,Swain,Nautilus,Brand,XinZhao,LeeSin
18344,Irelia,Urgot,Vladimir,Ahri,Ezreal,Kaisa,Blitzcrank,Nautilus,Olaf,Vi
18345,Kayle,Ryze,Vladimir,Kassadin,Ezreal,Ashe,Thresh,Nautilus,Vi,Olaf
18346,Kayle,Lucian,Ryze,Pantheon,Ezreal,Heimerdinger,Morgana,Lux,Shyvana,Elise
18347,Gangplank,Mordekaiser,AurelionSol,Leblanc,Kaisa,Jinx,Maokai,Nautilus,Zac,Olaf
18353,Kled,Malzahar,Galio,Qiyana,Xayah,Kaisa,Blitzcrank,Leona,Nidalee,LeeSin
18355,Pantheon,Garen,Qiyana,Rumble,Kaisa,Lucian,Blitzcrank,Volibear,Karthus,XinZhao
18357,Fiora,Mordekaiser,Zoe,Aatrox,Ashe,MissFortune,Morgana,Gragas,LeeSin,Shyvana
18359,Irelia,Jax,Rumble,Jayce,Kaisa,Vayne,Nautilus,Poppy,Gragas,Ekko
18361,Ryze,Aatrox,Lucian,Nocturne,Xayah,Ezreal,Braum,Blitzcrank,Ekko,Nidalee
18367,Ezreal,Akali,TwistedFate,Yasuo,Tristana,Ashe,Yuumi,Blitzcrank,Kindred,Olaf
18368,Poppy,Jax,Fizz,Vladimir,Ezreal,Xayah,Janna,Karma,Graves,Ekko
18369,Fiora,Gangplank,TwistedFate,Garen,Ezreal,Kaisa,Fiddlesticks,Blitzcrank,Elise,Ekko
18371,Renekton,Shen,Katarina,AurelionSol,Caitlyn,Kaisa,Morgana,Nautilus,LeeSin,Elise
18381,Jax,Ryze,Anivia,Leblanc,Tristana,MissFortune,Thresh,Leona,Taliyah,LeeSin
18383,Rengar,Garen,Leblanc,Viktor,Ezreal,Kaisa,Nautilus,Bard,Taliyah,RekSai
18391,Gangplank,Akali,Ryze,TwistedFate,Xayah,Kaisa,Leona,Nautilus,Elise,RekSai
18393,Illaoi,Shen,TwistedFate,Pyke,Xayah,Kaisa,Rakan,Leona,LeeSin,Poppy
18395,Jayce,Shen,Galio,Cassiopeia,Kaisa,Ashe,Leona,Morgana,Taliyah,LeeSin
18398,Fiora,Lucian,Tristana,Lissandra,Ezreal,Caitlyn,Pyke,Janna,Shaco,LeeSin
18399,Riven,Mordekaiser,Ryze,Galio,Vayne,Kaisa,Nautilus,Thresh,Rumble,Kayn
18401,Aatrox,Renekton,Galio,Rumble,Caitlyn,Ashe,Nautilus,Nami,LeeSin,Graves
18406,Fiora,Vladimir,Neeko,Qiyana,Caitlyn,Ezreal,Gragas,Nami,Karthus,LeeSin
18408,Kennen,Darius,Cassiopeia,Jayce,Vayne,Jinx,Thresh,Braum,LeeSin,Ekko
18413,Jayce,Ryze,Zed,Garen,Lucian,Kaisa,Pyke,Thresh,Nidalee,Khazix
18416,Kennen,Ryze,TwistedFate,Aatrox,Jinx,Vayne,Blitzcrank,Braum,DrMundo,Karthus
18420,Kayle,Renekton,Zoe,Nocturne,Jinx,Xayah,Thresh,Lux,Pantheon,Ekko
18421,Fiora,Akali,Kaisa,Aatrox,TwistedFate,Lucian,Nautilus,Morgana,LeeSin,MasterYi
18432,Volibear,Gangplank,Taliyah,TwistedFate,Lucian,Ashe,Alistar,Karma,Khazix,Kindred
18433,Gangplank,Ornn,Cassiopeia,Irelia,Lucian,Caitlyn,Gragas,Morgana,Olaf,Shyvana
18440,Teemo,Malzahar,Aatrox,Sion,Ezreal,Kaisa,Janna,Karma,Nunu,Skarner
18445,Kennen,Renekton,Vladimir,Kayle,Kaisa,MasterYi,Nautilus,Taric,RekSai,Gragas
18450,Kled,Aatrox,Sylas,Akali,Caitlyn,Xayah,Lux,Zilean,Gragas,Nidalee
18451,Renekton,Jax,Sylas,Vladimir,Kaisa,Ezreal,Blitzcrank,Nautilus,LeeSin,MasterYi
18453,Kennen,Sylas,Leblanc,Akali,Kaisa,Ezreal,Blitzcrank,Karma,LeeSin,MasterYi
18457,Akali,Camille,Lulu,Leblanc,Jinx,Xayah,Thresh,Braum,Taliyah,Khazix
18458,Camille,Lucian,Renekton,Galio,Ezreal,Garen,Karma,Yuumi,Ekko,LeeSin
18460,Lucian,Poppy,Jayce,Yasuo,Xayah,KogMaw,Rakan,Lulu,Taliyah,LeeSin
18461,Lucian,Urgot,Velkoz,Ezreal,Garen,Ashe,Yuumi,Nautilus,Ekko,Taliyah
18467,Kled,Vladimir,Akali,TwistedFate,Vayne,Lucian,Nami,Lulu,Khazix,Kayn
18468,Akali,Garen,Yasuo,Aatrox,Vayne,Ashe,Thresh,Soraka,Taliyah,LeeSin
18473,Vladimir,Camille,Kayle,Lucian,Xayah,Ezreal,Pyke,Rakan,Qiyana,Elise
18474,Camille,Akali,Ezreal,Kayle,Lucian,Xayah,Galio,Shen,Karthus,DrMundo
18476,Ryze,Kennen,Kayle,Tristana,Kaisa,Ezreal,Blitzcrank,Pyke,Kindred,LeeSin
18477,Camille,Sylas,Ekko,Syndra,Ashe,Kaisa,Janna,Pyke,Graves,JarvanIV
18479,Akali,Ryze,Jayce,TwistedFate,Tristana,Ezreal,Thresh,Braum,Taliyah,RekSai
18480,Mordekaiser,Camille,Talon,Leblanc,Draven,Lucian,Fiddlesticks,Braum,Kayn,Taliyah
18483,Gangplank,Jayce,Ekko,Syndra,Kaisa,Lucian,Brand,Rakan,LeeSin,Shyvana
18486,Jax,Jayce,Akali,Katarina,Xayah,Jhin,Leona,Nautilus,Nidalee,Vi
18487,Neeko,Aatrox,Talon,Malzahar,Lucian,Jhin,Thresh,Blitzcrank,Nunu,Taliyah
18493,Vayne,Aatrox,Orianna,Rumble,Ashe,Kaisa,Teemo,Leona,Ekko,Taliyah
18495,Fiora,Aatrox,Karthus,Leblanc,Ezreal,Kaisa,Thresh,Alistar,LeeSin,Taliyah
18498,Renekton,Jayce,Leblanc,Akali,Kaisa,KogMaw,Lulu,Yuumi,Shaco,Taliyah
18502,Viktor,Teemo,Ryze,Akali,Lucian,Ashe,Thresh,Morgana,Nidalee,Khazix
18503,Aatrox,Riven,Irelia,Lissandra,Kaisa,Vayne,Thresh,Nami,Taliyah,Kindred
18505,Riven,Aatrox,Xerath,Orianna,Xayah,Draven,Rakan,Nautilus,Khazix,Qiyana
18506,Ryze,Renekton,Azir,Katarina,Xayah,Kaisa,Thresh,Nautilus,Qiyana,Zac
18509,Aatrox,Fiora,Zoe,Galio,Ezreal,Draven,Volibear,Leona,Ekko,Karthus
18511,Renekton,Gangplank,Ahri,Aatrox,Kaisa,Lucian,Nautilus,Shen,Elise,Taliyah
18515,Darius,Mordekaiser,Ryze,Syndra,Ashe,Yasuo,Shen,Lux,Nidalee,LeeSin
18516,Sylas,Mordekaiser,TwistedFate,Vladimir,Ezreal,Lucian,Pyke,Fiddlesticks,Khazix,LeeSin
18517,Fiora,Mordekaiser,Swain,Jhin,Xayah,Ezreal,Thresh,Braum,Kindred,Evelynn
18518,Jax,Kayle,Akali,Aatrox,Kaisa,Jinx,Thresh,Blitzcrank,Elise,Evelynn
18519,Camille,Fiora,Qiyana,Fizz,Caitlyn,Ashe,Lulu,Janna,Elise,Nidalee
18521,Aatrox,Pantheon,AurelionSol,Talon,Lucian,Jinx,Blitzcrank,Thresh,Taliyah,LeeSin
18531,Mordekaiser,Kled,Renekton,Yasuo,Tristana,Vayne,Leona,Blitzcrank,Qiyana,Gragas
18533,Mordekaiser,Jayce,TwistedFate,Yasuo,Varus,Heimerdinger,Bard,Blitzcrank,Qiyana,Gragas
18535,Aatrox,Camille,Pyke,Corki,Vayne,Varus,Janna,Thresh,DrMundo,Nunu
18536,Rumble,Sylas,MasterYi,Anivia,Kaisa,Lucian,Blitzcrank,Sona,Zac,Evelynn
18540,Akali,Kennen,Aatrox,Orianna,Lucian,Xayah,Janna,Rakan,LeeSin,JarvanIV
18541,Camille,Shen,Aatrox,Akali,Ezreal,Kaisa,Yuumi,Rakan,Olaf,Riven
18544,Illaoi,DrMundo,Qiyana,Sylas,Vayne,Xayah,Pyke,Soraka,Shaco,RekSai
18545,Illaoi,Riven,Jayce,Kassadin,Lucian,Ashe,Pyke,Thresh,Shaco,XinZhao
18548,Riven,Akali,Vladimir,Sylas,Kaisa,Lucian,Rakan,Nami,RekSai,Nidalee
18551,Sylas,Quinn,Fizz,Yasuo,Lucian,Kaisa,Rengar,Lux,LeeSin,Gragas
18552,Jayce,Akali,Sylas,Qiyana,Lucian,Ezreal,Blitzcrank,Pyke,Taliyah,Evelynn
18553,Akali,Camille,Irelia,Sylas,Lucian,Kaisa,Nami,Volibear,Taliyah,Elise
18554,Sylas,Singed,Yasuo,Vladimir,Lucian,Kaisa,Gragas,Morgana,Taliyah,LeeSin
18555,Akali,Sylas,Pantheon,Zed,Twitch,Vayne,Nautilus,Janna,Warwick,Nidalee
18560,Vladimir,Riven,Garen,Galio,Kaisa,Jinx,Nautilus,Thresh,Olaf,RekSai
18561,Riven,Jayce,Akali,Syndra,MissFortune,Lucian,Pyke,Thresh,Elise,Nidalee
18563,Riven,Sion,Talon,Katarina,Lucian,Caitlyn,Blitzcrank,Alistar,Elise,Gragas
18564,Pantheon,Riven,Lissandra,Katarina,Xayah,Draven,Blitzcrank,Bard,Ekko,Nunu
18570,Riven,Ryze,AurelionSol,Pantheon,Lucian,Kaisa,Nautilus,Thresh,Taliyah,Shyvana
18573,Riven,Garen,Ahri,Zoe,Kaisa,Syndra,Thresh,Lux,Elise,LeeSin
18574,Riven,Kled,Garen,Katarina,Kaisa,Jinx,Gragas,Thresh,Ekko,Elise
18576,Riven,Jayce,Xerath,Akali,Kaisa,Caitlyn,Blitzcrank,Morgana,LeeSin,RekSai
18577,Aatrox,Riven,Katarina,Talon,Ashe,Kaisa,Leona,Thresh,LeeSin,Elise
18579,Jayce,Riven,Sylas,Ezreal,MissFortune,Kaisa,Blitzcrank,Nautilus,Elise,Olaf
18580,Riven,Gangplank,Vladimir,Akali,Kaisa,Ashe,Bard,Soraka,LeeSin,Elise
18585,Camille,Riven,Qiyana,Leblanc,Kaisa,Xayah,Thresh,Leona,Taliyah,Karthus
18587,Riven,Camille,Zilean,Cassiopeia,MissFortune,Jhin,Pyke,Nautilus,Nidalee,JarvanIV
18588,Riven,Illaoi,Corki,Pantheon,Kaisa,Ashe,Zac,Thresh,Taliyah,Fizz
18590,Garen,Riven,Pyke,Ahri,Lucian,Jinx,Thresh,Braum,Ekko,Karthus
18592,Akali,Riven,AurelionSol,Azir,Lucian,Kaisa,Blitzcrank,Poppy,JarvanIV,LeeSin
18598,Kennen,Riven,Orianna,Zilean,Kaisa,Lucian,Thresh,Fiddlesticks,LeeSin,Rengar
18601,Riven,Vladimir,Lissandra,Katarina,Lucian,Syndra,Morgana,Nautilus,Elise,RekSai
18602,Riven,Aatrox,Akali,Talon,Jinx,Syndra,Nautilus,Morgana,LeeSin,Nidalee
18604,Riven,Shen,Garen,Irelia,Lucian,Xayah,Pyke,Rakan,Twitch,RekSai
18606,Ornn,Riven,Qiyana,Syndra,Ashe,Garen,Thresh,Yuumi,Elise,Nunu
18608,Riven,Garen,Galio,Lissandra,Xayah,Kaisa,Gragas,Nautilus,Twitch,Taliyah
18610,Shen,Maokai,Riven,Ekko,Sivir,Ezreal,Blitzcrank,Morgana,Rammus,Taliyah
18613,Jax,Riven,Zilean,Ahri,Ashe,Caitlyn,Malzahar,Pyke,Vi,Olaf
18614,Irelia,Riven,Leblanc,Nocturne,Xayah,Lucian,Rakan,Leona,RekSai,Ekko
18615,Riven,Fiora,AurelionSol,TwistedFate,Sivir,Ezreal,Blitzcrank,Karma,Ekko,Graves
18622,Poppy,Riven,TwistedFate,Akali,Kaisa,Lucian,Nautilus,Lux,Graves,Kayn
18623,Pantheon,Riven,Leblanc,Lucian,Xayah,Ezreal,Thresh,Nautilus,Nidalee,Karthus
18624,Lucian,Kennen,Talon,Riven,MissFortune,Kaisa,Leona,Nautilus,Nidalee,Karthus
18630,Riven,Kayle,Taliyah,Galio,Lucian,Kaisa,Volibear,Nautilus,Karthus,Sylas
18633,Riven,Kled,Galio,AurelionSol,Ezreal,MissFortune,Xerath,Gragas,Nidalee,Elise
18641,Riven,Ryze,Lissandra,Pantheon,Draven,Lucian,Volibear,Leona,RekSai,Ekko
18643,Riven,Irelia,Cassiopeia,Zoe,Caitlyn,Kaisa,Morgana,Janna,JarvanIV,LeeSin
18644,Riven,Shen,Galio,Kassadin,Yasuo,Heimerdinger,Gragas,Thresh,RekSai,Rammus
18646,Fiora,Riven,Azir,Sylas,Lucian,Ezreal,Bard,Gragas,Nidalee,RekSai
18649,Riven,Vladimir,Viktor,Sylas,Ezreal,Vayne,Blitzcrank,Pyke,Elise,Evelynn
18650,Akali,Riven,Kassadin,Lucian,Jinx,Kaisa,Thresh,Leona,LeeSin,Sylas
18652,Khazix,Riven,Galio,Akali,Varus,Caitlyn,Bard,Lux,RekSai,LeeSin
18654,Rammus,Leblanc,Orianna,Ezreal,Kaisa,Vayne,JarvanIV,Karma,Riven,Amumu
18656,Gangplank,Lucian,Jayce,Annie,Ashe,Vayne,Karma,Braum,Elise,LeeSin
18659,Kayle,Akali,Talon,Pyke,Kaisa,Xayah,Blitzcrank,Rakan,Khazix,Ekko
18660,Jax,Akali,Kayle,Yasuo,Kaisa,Ezreal,Gragas,Blitzcrank,Taliyah,Khazix
18662,Akali,Jax,Nocturne,Katarina,Ashe,Kaisa,Braum,Nautilus,Khazix,LeeSin
18664,Nocturne,Irelia,Zilean,Ezreal,Kaisa,Lucian,Blitzcrank,Rakan,RekSai,LeeSin
18667,Karma,Rengar,Talon,Galio,Ezreal,Xayah,Taric,Blitzcrank,Karthus,JarvanIV
18668,Vladimir,Jax,AurelionSol,Irelia,Vayne,Kaisa,Fiddlesticks,Blitzcrank,RekSai,LeeSin
18670,Jax,Heimerdinger,Yasuo,Aatrox,Ezreal,Kaisa,Gragas,Blitzcrank,LeeSin,Ekko
18673,Gangplank,Jayce,Kassadin,TwistedFate,Kaisa,MissFortune,Thresh,Braum,Karthus,Taliyah
18681,Vladimir,Kennen,Lissandra,Zilean,Yasuo,Lucian,Yuumi,Leona,RekSai,LeeSin
18682,Kennen,Fizz,Garen,Renekton,Ashe,Kaisa,Nami,Galio,Elise,Evelynn
18684,Zilean,Sion,Akali,Yasuo,Lucian,Kaisa,Nami,Leona,Khazix,Olaf
18685,Vladimir,Aatrox,TwistedFate,Yasuo,Lucian,Ezreal,Yuumi,Blitzcrank,LeeSin,Nidalee
18689,Riven,Jayce,Karthus,Rumble,Kaisa,Sivir,Pyke,Blitzcrank,Nidalee,Kindred
18691,Kled,Renekton,Zoe,Syndra,Lucian,Kaisa,Blitzcrank,Pyke,Ekko,Olaf
18694,Olaf,Pantheon,Zoe,Fizz,Varus,Kaisa,Blitzcrank,Pyke,LeeSin,Karthus
18697,Gangplank,Jax,Irelia,Leblanc,Lucian,Kaisa,Blitzcrank,TahmKench,Ekko,LeeSin
18699,Vladimir,Rumble,Corki,Ryze,Ashe,Ezreal,Braum,Blitzcrank,Elise,LeeSin
18700,Ryze,Aatrox,Lucian,Nocturne,Xayah,Ezreal,Braum,Blitzcrank,Ekko,Nidalee
18705,Jayce,Kayle,Akali,Qiyana,Ashe,Ezreal,Gragas,Galio,Nunu,Rammus
18710,Ornn,Jax,Yasuo,Kayle,Lucian,Kaisa,Thresh,Blitzcrank,Karthus,LeeSin
18712,Syndra,Yasuo,Garen,Garen,Ashe,Ashe,Ezreal,Shaco,LeeSin,LeeSin
18714,Jax,Vladimir,Katarina,Talon,Jinx,Xayah,Rakan,Blitzcrank,LeeSin,Kindred
18715,Kayle,Riven,Ryze,Orianna,Caitlyn,Kaisa,Morgana,Sion,LeeSin,Rammus
18716,Ryze,Kassadin,Renekton,Jayce,Kaisa,Ezreal,Blitzcrank,Alistar,Nidalee,Ekko
18717,Renekton,Kayle,TwistedFate,Tristana,MissFortune,Lux,Blitzcrank,Pyke,LeeSin,Khazix
18728,Akali,Jayce,Talon,Ahri,Xayah,Kaisa,Blitzcrank,Nautilus,LeeSin,Shyvana
18729,Nidalee,Jayce,Lissandra,Karthus,Kaisa,Xayah,Nautilus,Rakan,Yorick,Rammus
18731,Qiyana,Vladimir,Jax,Kled,Ezreal,Vayne,Alistar,Blitzcrank,Shyvana,Elise
18732,Kennen,Fiora,Katarina,Zoe,Caitlyn,Kaisa,Nautilus,Blitzcrank,Olaf,Karthus
18733,Jax,Riven,Tristana,Lucian,Kalista,Ashe,Blitzcrank,Nautilus,Nidalee,Gragas
18735,Vladimir,Poppy,Talon,TwistedFate,Ezreal,Xayah,Pyke,Blitzcrank,Gragas,Olaf
18736,Garen,Renekton,Leblanc,Tristana,Kaisa,Syndra,Thresh,Blitzcrank,JarvanIV,LeeSin
18737,Poppy,Renekton,Garen,Pantheon,Lucian,Ezreal,Blitzcrank,Pyke,Shyvana,Twitch
18738,Vladimir,Gangplank,TwistedFate,Talon,Lucian,Kaisa,Blitzcrank,Thresh,LeeSin,Gragas
18749,Gnar,Renekton,Qiyana,Galio,Syndra,Ashe,Blitzcrank,Braum,Karthus,Sylas
18750,Gangplank,Akali,Ryze,Lucian,Kaisa,Xayah,Alistar,Blitzcrank,LeeSin,Khazix
18756,Jax,Jayce,Zoe,Fizz,Xayah,Jinx,Thresh,TahmKench,Olaf,LeeSin
18757,Hecarim,Gangplank,Zoe,Kassadin,Kaisa,Draven,Leona,Nautilus,Shaco,Olaf
18764,Fiora,Garen,Katarina,Galio,Kaisa,Lucian,Nautilus,Thresh,Khazix,Olaf
18766,Akali,Kayle,Malphite,Aatrox,Lucian,Kaisa,Morgana,Nautilus,Ekko,Nidalee
18767,Gnar,Vladimir,Syndra,Kayle,Kaisa,Lucian,Swain,Janna,LeeSin,Kindred
18770,Camille,Vladimir,Rumble,TwistedFate,Ashe,Jinx,Galio,Thresh,Elise,Nidalee
18771,Vladimir,Garen,Renekton,Talon,Lucian,Kaisa,Volibear,Yuumi,LeeSin,Elise
18774,Malphite,Jayce,Leblanc,Akali,Lucian,Kaisa,Gragas,Pyke,Olaf,Kindred
18777,Gnar,Renekton,Qiyana,Lucian,Jinx,Ezreal,Thresh,Blitzcrank,Nidalee,Ivern
18779,Jax,Vladimir,Kayle,Fizz,Kaisa,Lucian,Leona,Nautilus,RekSai,LeeSin
18784,Olaf,Riven,Akali,Zoe,Ezreal,Kaisa,Bard,Gragas,Elise,Ekko
18785,Vladimir,Ornn,Galio,Kayle,Kaisa,Xayah,Nautilus,Rakan,LeeSin,Nidalee
18790,Aatrox,Kennen,AurelionSol,Fizz,Ezreal,Xayah,Bard,Lulu,Shaco,Olaf
18791,Darius,Mordekaiser,Rumble,Akali,Ezreal,Vayne,Nautilus,Lux,Zac,Rengar
18792,Vladimir,Gangplank,Talon,Ahri,Ashe,Lucian,Ornn,Thresh,Kayn,Gragas
18793,Renekton,Mordekaiser,Ekko,Irelia,Ashe,Kaisa,Alistar,Pyke,LeeSin,Nidalee
18796,Akali,Renekton,Galio,Kayle,Jinx,Xayah,Thresh,Nautilus,LeeSin,Graves
18799,Gnar,Ornn,Akali,Garen,Xayah,Lucian,Rakan,Morgana,Olaf,Ekko
18806,Vladimir,Ryze,Irelia,Akali,Ashe,Ezreal,Blitzcrank,Bard,LeeSin,Kayn
18807,Vladimir,Renekton,Lissandra,Akali,Caitlyn,Xayah,Morgana,Shaco,Khazix,Zac
18810,Camille,Renekton,Yasuo,Vladimir,Xayah,Lucian,Gragas,Bard,JarvanIV,Nidalee
18812,Olaf,Jax,Yasuo,Renekton,Kaisa,Xayah,Leona,Thresh,LeeSin,RekSai
18816,Vladimir,Kled,Lucian,Ryze,Xayah,Ezreal,Rakan,Karma,Ekko,Khazix
18824,Kayle,Vladimir,Katarina,Camille,Jinx,Kaisa,Leona,Janna,Ivern,XinZhao
18826,Vladimir,Renekton,Gangplank,Maokai,Ezreal,Jinx,Yuumi,Fiddlesticks,Olaf,RekSai
18833,Irelia,Mordekaiser,Zed,Malzahar,Kaisa,Vayne,Gragas,Thresh,Olaf,Taliyah
18834,Heimerdinger,Swain,Syndra,Akali,Lucian,Xayah,Blitzcrank,Nautilus,JarvanIV,DrMundo
18837,Camille,Jax,Nocturne,Gangplank,Jinx,Ashe,Morgana,Nautilus,JarvanIV,Gragas
18839,Fiora,Akali,Jayce,Garen,Kaisa,Xayah,Rakan,Shen,LeeSin,Rammus
18840,Fiora,Shen,Pantheon,Corki,Xayah,Lucian,Janna,Soraka,Gragas,Khazix
18842,Akali,Sylas,Corki,Syndra,Kaisa,Jinx,Nautilus,Thresh,Elise,LeeSin
18844,Teemo,Darius,Pantheon,Akali,Lucian,Ashe,Blitzcrank,Thresh,Elise,Poppy
18848,Malphite,Fiora,Orianna,Viktor,Lucian,Vayne,Leona,Nautilus,Graves,Kindred
18851,Shen,Jax,Taric,Zoe,Ashe,Kaisa,Thresh,Nautilus,MasterYi,Gragas
18852,Akali,Hecarim,Kayle,Fizz,Lucian,Kaisa,Blitzcrank,Nautilus,XinZhao,Warwick
18854,Vladimir,Gangplank,Ahri,Garen,Lucian,Kaisa,Thresh,Morgana,Kindred,Shyvana
18855,Vladimir,Kayle,Qiyana,Jayce,Ashe,Ezreal,Thresh,Pyke,Shyvana,Gragas
18856,Renekton,Garen,Annie,Qiyana,Lucian,Ashe,Ornn,Nautilus,Evelynn,Karthus
18863,Kayle,Akali,Talon,Pyke,Kaisa,Xayah,Blitzcrank,Rakan,Khazix,Ekko
18870,Aatrox,Ryze,Fizz,Annie,Kaisa,Lucian,Pyke,Thresh,LeeSin,JarvanIV
18873,Irelia,Renekton,Talon,Kayle,Xayah,Kaisa,Blitzcrank,Leona,Elise,Qiyana
18877,Syndra,Ryze,Yasuo,Tristana,Jinx,MissFortune,Braum,Blitzcrank,LeeSin,Ekko
18879,Irelia,Jayce,Leblanc,Syndra,Jinx,MissFortune,Morgana,Soraka,RekSai,LeeSin
18881,Hecarim,Aatrox,TwistedFate,Leblanc,Kaisa,Lucian,Pyke,Galio,Ekko,LeeSin
18884,Akali,Irelia,Kayle,Lux,Xayah,Kaisa,Swain,Thresh,Nocturne,RekSai
18885,Fiora,Kled,Qiyana,Leblanc,Kaisa,Ezreal,Leona,Pyke,Ekko,LeeSin
18893,Gnar,Renekton,Qiyana,Lucian,Jinx,Ezreal,Thresh,Blitzcrank,Nidalee,Ivern
18894,Vladimir,Jax,Pyke,Ahri,Ezreal,MissFortune,TahmKench,Leona,Ekko,RekSai
18896,Sion,Akali,Lucian,Cassiopeia,Ezreal,Draven,Swain,Leona,Volibear,Camille
18898,Kayle,Rengar,Orianna,Akali,Ezreal,Lucian,Taric,Braum,LeeSin,Elise
18900,Vladimir,Ornn,Tristana,Zed,Yasuo,Ezreal,Yuumi,Pyke,Ekko,Karthus
18901,Vladimir,Jax,Galio,Qiyana,Kalista,Kaisa,Nautilus,Poppy,RekSai,Gragas
